ticker;name;isin;country;currency;gics_sector_name;industry_group;region_en;Weight in MSCI World;Annualized return 20Y;Annualized return 10Y;Annualized return 5Y;Annualized return 1Y;Volatility 20Y;Volatility 10Y;Volatility 5Y;Volatility 1Y;Sharpe 20Y;Sharpe 10Y;Sharpe 5Y;Sharpe 1Y;VaR 99% 20Y;VaR 99% 10Y;VaR 99% 5Y;VaR 99% 1Y;VaR 95% 20Y;VaR 95% 10Y;VaR 95% 5Y;VaR 95% 1Y;CVaR 95% 20Y;CVaR 95% 10Y;CVaR 95% 5Y;CVaR 95% 1Y;Max drawdown 20Y;Max drawdown 10Y;Max drawdown 5Y;Max drawdown 1Y;ROA;ROE;ROIC;Net margin;Gross margin;Dividend payout ratio;Dividend yield;FCF yield;Debt assets;Quick ratio;Current ratio;PE ratio;PB ratio;PS ratio;PCF ratio;ITR;S1_ITR;S2_ITR;S3_ITR;CBN_LCT_SCORE;IVA_COMPANY_RATING;E_SCORE;S_SCORE;G_SCORE;E_CONTROVERSY;S_CONTROVERSY;G_CONTROVERSY;SDG_01_NET_ALIGNMENT_SCORE;SDG_02_NET_ALIGNMENT_SCORE;SDG_03_NET_ALIGNMENT_SCORE;SDG_04_NET_ALIGNMENT_SCORE;SDG_05_NET_ALIGNMENT_SCORE;SDG_06_NET_ALIGNMENT_SCORE;SDG_07_NET_ALIGNMENT_SCORE;SDG_08_NET_ALIGNMENT_SCORE;SDG_09_NET_ALIGNMENT_SCORE;SDG_10_NET_ALIGNMENT_SCORE;SDG_11_NET_ALIGNMENT_SCORE;SDG_12_NET_ALIGNMENT_SCORE;SDG_13_NET_ALIGNMENT_SCORE;SDG_14_NET_ALIGNMENT_SCORE;SDG_15_NET_ALIGNMENT_SCORE;SDG_16_NET_ALIGNMENT_SCORE;SDG_17_NET_ALIGNMENT_SCORE;EST_EU_TAXONOMY_MAX_REV;EU_TAXONOMY_ELIGIBLE_MAX_REV;CWEAP_TIE;TOB_PRODUCER;REP_EU_TAXONOMY_CAPEX_ELIGIBLE;REP_EU_TAXONOMY_OPEX_ELIGIBLE;CT_TOTAL_MAX_REV;SCOPE_1;SCOPE_2;SCOPE_3;FOOTPRINT_SCOPE_1;FOOTPRINT_SCOPE_2;FOOTPRINT_SCOPE_3;INTENSITY_SCOPE_1;INTENSITY_SCOPE_2;INTENSITY_SCOPE_3;EV;SALES
UU/ LN Equity;United Utilities Group PLC;GB00B39J2M42;BRITAIN;GBp;Utilities;Water;Europe;0.0001309;0.08098542;0.051685764;0.068878533;0.072424496;0.232313233;0.239950083;0.249444529;0.219241618;0.348604419;0.215402153;0.276127657;0.330341005;-0.038140766;-0.038859764;-0.040414378;-0.037680256;-0.022000847;-0.0240484;-0.024540174;-0.024129936;-0.032512521;-0.034562754;-0.036844012;-0.033357055;-0.455508502;-0.417137236;-0.352464036;-0.130766841;0.719378741;5.504899458;0.980379421;9.528650647;44.95378928;304.0361446;4.83771;-4.62705;65.00595499;1.769915688;1.787329604;62.9819;3.67785;3.48619;8.53128;1.3;1.3;3.7;1.6;6.29;A;6.8;3;8.1;4;1;10;0.5;-0.5;0;0.5;2.5;5.5;1;2.5;-2;-2;0;6;2;4.5;-0.5;-1.5;0;50.82;100;;0;;;50.82;134199;136189.8;427833.84;29.37718937;29.81299074;93.65610575;54.18195887;54.9857312;172.7350839;19371.89245;2476.82075
ENPH US Equity;Enphase Energy Inc;US29355A1079;UNITED STATES;USD;Information Technology;Energy-Alternate Sources;North America;0.00013088;0.141268187;0.184598883;0.226922614;-0.43691193;0.795106439;0.798769947;0.735806153;0.614317503;0.177672045;0.231103942;0.308399994;-0.711215175;-0.118601624;-0.119441448;-0.120463037;-0.087567988;-0.068808134;-0.069882864;-0.065663533;-0.057726023;-0.104066821;-0.103989597;-0.099753346;-0.080338542;-0.954728067;-0.954728067;-0.824198485;-0.55396728;1.801578233;6.311897151;2.798854519;4.912416816;45.0140773;0;0;2.12632;40.81384943;3.880404174;4.160304012;257.742;16.3921;12.648;41.4116;2.6;1.3;1.5;2.7;10;AA;5.8;6.4;6.4;10;10;10;1;0;0;0.5;2;0.5;5.5;2;5;1.5;5;5;6;0;0;0.5;1;100;100;;0;;;100;0;15529;984792.09;0;4.433275403;281.1420278;0;12.85931795;815.4906688;14854.28633;1207.606816
9766 JP Equity;Konami Group Corp;JP3300200007;JAPAN;JPY;Communication Services;Software;Japan;0.00013083;0.102275455;0.208109373;0.211594304;0.896299613;0.350047158;0.318390887;0.335467302;0.332490654;0.292176219;0.653628547;0.630744942;2.695713704;-0.057707258;-0.047482987;-0.04798625;-0.040536321;-0.032823247;-0.030188884;-0.030356858;-0.024451263;-0.048479561;-0.042554524;-0.04316009;-0.03906764;-0.614271171;-0.571734849;-0.42958349;-0.147746094;11.57373226;16.13159859;14.44146698;18.33271306;47.52512095;26.62327533;0.928154;2.01518;9.693732194;3.253249939;3.396748017;28.6841;4.38355;5.04851;18.8432;2;1.3;2.6;2.1;6.32;AA;10;6.1;5.8;10;10;10;1;0.5;0;0;1.5;0;1;1.5;0.5;1.5;0;0.5;1;0;0;1;1;0;13.13;;0;;;0;5542.61;22408.49;601930.12;2.167211249;8.761924724;235.3601872;2.310295698;9.340407866;250.8992274;10845.41281;2399.091166
RL US Equity;Ralph Lauren Corp;US7512121010;UNITED STATES;USD;Consumer Discretionary;Apparel;North America;0.00013006;0.111009065;0.05223258;0.176154504;0.707958001;0.368147731;0.381263011;0.412042462;0.319298614;0.301534019;0.136998813;0.427515413;2.217228546;-0.059005965;-0.059656537;-0.067786736;-0.046302214;-0.033988195;-0.033789744;-0.03668096;-0.023392084;-0.052167633;-0.054590085;-0.059055874;-0.036510324;-0.66166124;-0.61470277;-0.516529891;-0.171575511;10.11306579;28.42356853;14.69715858;10.14525007;64.06878236;29.99971429;1.60281;5.95464;39.23382353;1.183664691;1.722710763;18.717;4.99714;1.86322;11.4104;1.8;1.3;1.6;1.8;5.79;BBB;7.5;4;2.9;10;2;10;0.5;0;0;0;2;0;0;2;-0.5;1;0;0;0;0;0;-0.5;-1;0;0;;0;;;0;12206;62381;3996781.23;3.959248339;20.23446425;1296.432037;1.874885971;9.581948368;613.9201261;13073.55309;6510.26259
AUTO LN Equity;Auto Trader Group PLC;GB00BVYVFW23;BRITAIN;GBp;Communication Services;Internet;Europe;0.00012907;0.059737734;0.122866392;0.07299599;0.160865901;0.304329454;0.304329454;0.301510226;0.230643745;0.196292976;0.40372823;0.24210121;0.697464831;-0.050381713;-0.050381713;-0.048896325;-0.033833203;-0.027139685;-0.027139685;-0.027896081;-0.019851073;-0.044189932;-0.044189932;-0.043163026;-0.031605924;-0.457693736;-0.457693736;-0.457693736;-0.127559084;42.25394667;50.14342058;47.78745942;46.14876033;75.43801653;31.95610071;1.37104;2.72759;1.138636713;1.594976452;1.64678179;28.0116;13.489;13.1648;25.8886;1.3;1.3;1.3;1.3;6.62;AAA;10;3.8;8.5;10;10;10;0.5;0;0;0;2.5;0;2;1;1.5;1.5;0;1;1.5;0;0;1;1;0;0;;0;;;0;258;205;72119.22;0.116101659;0.092251319;32.45411286;0.360073865;0.286105203;100.6521175;9423.54462;716.51965
MRO LN Equity;Melrose Industries PLC;GB00BNGDN821;BRITAIN;GBp;Industrials;Investment Companies;Europe;0.00012901;0.051002654;0.05565234;0.037380425;0.031184662;0.448361346;0.488305663;0.499422934;0.352911029;0.11375346;0.113970294;0.074847233;0.08836409;-0.068940545;-0.06885159;-0.091960686;-0.068590091;-0.03551202;-0.038219589;-0.043503442;-0.030653914;-0.061529222;-0.064431793;-0.073123496;-0.052767018;-0.885036416;-0.723744891;-0.710758933;-0.364079102;-0.549257095;-1.161405599;-0.905292479;-4.592422503;14.69575201;;0.881213;-1.34259;18.9079169;0.540223136;0.859659425;;2.44494;2.11025;94.7967;2.8;3.3;10;2.8;3.62;AA;4.1;3.9;8.2;10;10;10;0.5;0;0;0.5;2.5;1.5;1;1.5;1;2.5;0;0.5;0.5;0;-0.5;0.5;2;0;0;;0;;;0;33597;113048;20339130.96;13.93967194;46.90454605;8438.87291;8.037172371;27.04367242;4865.586255;10220.70748;4180.2015
CHDN US Equity;Churchill Downs Inc;US1714841087;UNITED STATES;USD;Consumer Discretionary;Entertainment;North America;0.00012876;0.1741125;0.255952104;0.159983184;0.055829996;0.366233414;0.36089495;0.444027396;0.243707664;0.475414022;0.709214977;0.360300255;0.229085927;-0.060559892;-0.056913315;-0.074929937;-0.038799628;-0.032455515;-0.029658993;-0.036147827;-0.022469212;-0.051128811;-0.04913753;-0.06268197;-0.032513947;-0.632473024;-0.632473024;-0.632473024;-0.16172357;5.90246355;41.38590925;7.20175969;15.38202373;34.43267323;6.952533489;0.282523;1.21547;67.39212269;0.545556964;0.545556964;24.6087;9.05919;3.77594;13.4921;3;3.1;10;2.5;6.11;BBB;3.1;5.8;6.5;10;10;10;0.5;0;0;0;1.5;0;0;0.5;0;1;0;0;0;0;0;0;0;0;0;;0;;;0;54421;128605;570779.29;16.24599161;38.39171921;170.3914952;21.09170496;49.84286794;221.2143912;14205.39471;2580.20867
CARLB DC Equity;Carlsberg AS;DK0010181759;DENMARK;DKK;Consumer Staples;Beverages;Europe;0.00012873;0.070173643;0.0534999;-0.04986575;-0.164214566;0.281875615;0.219728124;0.241322892;0.232141488;0.248952515;0.24348226;-0.206634974;-0.707389996;-0.050404307;-0.038281141;-0.041698136;-0.041216917;-0.025241915;-0.020504534;-0.023321687;-0.022814645;-0.041283166;-0.032085232;-0.036182204;-0.036110063;-0.755304981;-0.390855808;-0.390855808;-0.312840153;5.8281893;27.22085411;13.34039797;9.117122433;45.45820313;;3.18847;2.70992;33.0245649;0.462300949;0.593413222;16.5575;5.05404;1.51539;9.9177;1.8;1.6;5.3;1.8;5.85;AAA;7.7;6.7;6.4;4;10;10;2;1.5;0;0.5;2.5;2;2;2;2;2.5;0;1.5;0.5;-0.5;-0.5;1.5;3;0;0;;0;20.5;20.3;0;261000;363668.44;6349127.08;58.24635622;81.15847318;1416.910029;26.10287575;36.37085098;634.982664;19002.2382;9998.8983
GWO CN Equity;Great-West Lifeco Inc;CA39138C1068;CANADA;CAD;Financials;Insurance;North America;0.00012873;0.069349268;0.067714188;0.112640431;0.105770365;0.265745617;0.231736537;0.269123625;0.15216627;0.260961099;0.292203331;0.418545309;0.695097311;-0.046881038;-0.039547696;-0.046554943;-0.026217636;-0.022475319;-0.01947648;-0.019863608;-0.015821591;-0.039062375;-0.034147393;-0.039662974;-0.02129676;-0.733341274;-0.49060585;-0.49060585;-0.134158211;0.516252429;14.53984179;10.30225977;5.473981692;;57.87159657;4.73764;13.2867;1.360964731;;9.79739508;12.2153;1.78924;0.809823;5.46043;1.4;1.3;1.3;1.5;6.69;A;7.7;4.8;5.4;10;10;10;0.5;0;0;0;2.5;0;2;1.5;1.5;1.5;0;1;2;0;0;0.5;0;0;100;;0;;;0;4706.94;9028.35;3999007.53;0.499514517;0.958115439;424.3866107;0.131741885;0.252693225;111.9276621;39959.82345;35728.5005
INDUA SS Equity;Industrivarden AB;SE0000190126;SWEDEN;SEK;Financials;Investment Companies;Europe;0.00012864;0.094042536;0.098888212;0.088900221;0.073670173;0.301020843;0.242058688;0.272631052;0.179182757;0.312412042;0.408529904;0.326082524;0.411145439;-0.053360024;-0.039113377;-0.044322434;-0.030733166;-0.028481784;-0.024032804;-0.027331322;-0.019307633;-0.044455031;-0.035490415;-0.040048077;-0.026623205;-0.748212357;-0.408312437;-0.408312437;-0.114002698;20.07201439;21.17674818;20.3861505;370.993268;;12.46914891;2.35634;3.01329;4.28735193;;;5.15881;0.9981;19.1388;19.69;1.5;1.3;1.3;1.6;6.58;BBB;8.1;4.6;4.8;10;10;10;0.5;0;0;0;2.5;0;-0.5;0.5;-0.5;1.5;0;0.5;2;0;0;0;2;0;0;;0;;;0;14;16.74;78999.71;0.004043714;0.004835127;22.81801719;0.018948868;0.022657432;106.9253618;14681.84404;738.83042
8601 JP Equity;Daiwa Securities Group Inc;JP3502200003;JAPAN;JPY;Financials;Diversified Finan Serv;Japan;0.00012836;0.037952915;0.035228215;0.111771871;0.071407793;0.342401726;0.265794506;0.279536403;0.362306299;0.110843236;0.13253929;0.399847283;0.197092329;-0.056349707;-0.044671459;-0.046948245;-0.056194494;-0.032442434;-0.025938707;-0.026176555;-0.031539065;-0.047741138;-0.037617134;-0.040441171;-0.055336086;-0.78535027;-0.525977514;-0.323114978;-0.252579913;0.434558991;9.483923853;3.096673778;15.17773;54.63158905;51.18068036;5.27363;39.6707;16.14126184;;;9.70502;0.906957;1.02875;2.27182;4.2;1.3;1.3;4.3;6.54;AAA;8.7;6;6.7;10;10;10;0.5;0;0;0;2.5;1;1;1.5;0.5;2.5;0;1;1.5;0;0;1;3;0;0;;0;;;0;926;25718;4342;;;;0.107593971;2.988230827;0.504506503;;8606.430187
S32 AU Equity;South32 Ltd;AU000000S320;AUSTRALIA;AUD;Materials;Mining;Asia-Pacific;0.000128;0.028130049;0.056971435;0.062801752;-0.001668856;0.399530649;0.399530649;0.39554807;0.354046375;0.070407737;0.142595907;0.15877148;-0.004713664;-0.068297723;-0.068297723;-0.072823827;-0.049427302;-0.03715412;-0.03715412;-0.0355358;-0.032326746;-0.055736782;-0.055736782;-0.056873182;-0.050271544;-0.664794475;-0.664794475;-0.502748148;-0.30796696;-4.483691981;-7.04451392;-6.134813468;-29.45439045;-1.534526854;;1.40973;-0.79099;10.99333099;1.851409978;2.385574837;;1.23132;1.97455;9.71623;4.9;6.1;10;4;2.2;A;2.4;5.3;7.1;4;4;10;1.5;0;-0.5;0.5;2.5;2;0;2;1;2.5;0;-0.5;-1.5;0;-1;1.5;5;0;31.77;;0;;;0;9600000;11400000;40105877.42;3865.539861;4590.328584;16149.04873;1919.799157;2279.761499;8020.336423;10531.59354;5000.523083
1802 JP Equity;Obayashi Corp;JP3190000004;JAPAN;JPY;Industrials;Engineering&Construction;Japan;0.00012736;0.07552936;0.122794785;0.094060719;0.687926832;0.312311077;0.279223965;0.298791544;0.406976107;0.241840156;0.439771655;0.31480382;1.690337147;-0.048050974;-0.043402729;-0.045483687;-0.039300258;-0.02933902;-0.025260574;-0.025245026;-0.02251143;-0.041946527;-0.037171518;-0.038574098;-0.038627483;-0.66401436;-0.413118634;-0.370139152;-0.17674906;3.515306521;9.123447463;7.374656073;4.392917749;10.06622715;67.11629826;5.18478;-4.35442;12.80321561;1.093604695;1.199239054;12.9449;1.15065;0.523205;26.4957;2.5;1.3;1.5;2.9;6.13;AA;5.8;6;6.6;10;4;10;1;0;-0.5;0;1.5;0.5;2.5;1.5;2;2.5;2.5;3;2;0;0;1;3;0;100;;0;;;13.45;283753;46179;6727418.81;135.4186838;22.0385314;3210.602886;18.59284485;3.025867506;440.8124467;8885.766279;15261.40847
3 HK Equity;Hong Kong & China Gas Co Ltd;HK0003000038;HONG KONG;HKD;Utilities;Gas;Asia-Pacific;0.00012647;0.054169765;-0.000899829;-0.094661924;0.173977027;0.226079672;0.195806972;0.220876566;0.2089258;0.239604756;-0.004595492;-0.428573864;0.832721605;-0.036973876;-0.032769636;-0.034551497;-0.032899989;-0.019763225;-0.01843354;-0.020173482;-0.017797966;-0.031696105;-0.028057385;-0.031811097;-0.027236712;-0.609375843;-0.609375843;-0.570424146;-0.089328212;3.41046528;9.508609116;5.528893673;11.05680058;25.75846844;118.8455008;5.85284;-3.65853;37.94019287;0.505249179;0.570343108;20.1698;1.93542;2.00471;10.6049;2.1;1.5;10;2.4;2.03;A;8.4;8.2;5;10;10;10;1;0;0;0.5;1;0.5;-10;2;2;2;0.5;-10;-10;0.5;0;1;1;4.48;98.64;;0;;;4.48;1596000;618000;17161464.17;315.5974238;122.2050175;3393.555063;232.0428939;89.85119578;2495.110157;21445.316;6878.03868
IOT US Equity;Samsara Inc;US79589L1061;UNITED STATES;USD;Information Technology;Software;North America;0.00012645;0.032836727;0.066657724;0.137132328;0.383042484;0.677832395;0.677832395;0.677832395;0.493673181;0.048443727;0.098339537;0.202310082;0.775902964;-0.097478463;-0.097478463;-0.097478463;-0.074573073;-0.063318719;-0.063318719;-0.063318719;-0.044886373;-0.084310478;-0.084310478;-0.084310478;-0.063573345;-0.664822411;-0.664822411;-0.664822411;-0.321287611;-14.48216769;-26.36587685;-24.46755961;-21.80119625;75.65763753;;0;0.0735255;4.611592666;1.352895493;1.413077111;;25.961;21.9112;719.261;1.9;1.3;2.1;2;6.48;A;6.8;5.8;4.7;10;10;10;0.5;0;0;0;2;0;0.5;1;0.5;1;0;1;1.5;0;0;1;0;0;51;;0;;;5.6;358;3575;217104.58;0.062244378;0.621574445;37.74731715;0.314318289;3.138792966;190.6143576;24390.23067;1138.97286
6869 JP Equity;Sysmex Corp;JP3351100007;JAPAN;JPY;Health Care;Healthcare-Products;Japan;0.00012595;0.142203432;0.047065445;-0.012855222;0.069543756;0.340194578;0.341413527;0.351055815;0.313990153;0.418006169;0.137854658;-0.036618741;0.221483876;-0.054958398;-0.059580349;-0.059712867;-0.042466618;-0.031090223;-0.031258246;-0.031210828;-0.026023229;-0.046879965;-0.049302734;-0.049889764;-0.03945578;-0.637449701;-0.637449701;-0.637449701;-0.224621933;9.091628079;12.42431497;11.55341243;11.46913041;54.58772877;33.85394474;1.02582;2.22879;9.008172333;2.420723816;3.189007756;33.0018;3.99737;3.58892;21.1503;1.8;1.3;1.3;1.9;6.29;AAA;10;7.5;6;10;4;10;3;0;4.5;0.5;2.5;1.5;0;2.5;-1;2.5;0;1;1.5;0;0;0.5;2;0;0;;0;;;0;13925;6706;843026.51;5.563250631;2.67914964;336.8019938;4.614066335;2.222041569;279.3378987;10614.5012;3017.945341
ABF LN Equity;Associated British Foods PLC;GB0006731235;BRITAIN;GBp;Consumer Staples;Food;Europe;0.00012587;0.059565034;-0.032687179;-0.026285839;-0.086400491;0.26189395;0.293164685;0.315954353;0.222491166;0.22743952;-0.11149767;-0.083195053;-0.388332232;-0.043105819;-0.047649723;-0.052171087;-0.038524638;-0.024555166;-0.027350211;-0.029920767;-0.02249483;-0.037372115;-0.041727018;-0.044453732;-0.035515;-0.694033441;-0.694033441;-0.551526778;-0.225786951;7.686618416;13.06162754;10.12173913;7.249626308;24.44942701;34.79723174;;7.81051;19.34364153;0.949836423;1.777535442;11.2986;1.44803;0.819103;5.64928;3.7;10;10;3.3;5.62;AA;4.6;3.7;7.6;10;4;10;2;2;0.5;0.5;2.5;2;2;1.5;2;2;0;2;1;-0.5;0;1.5;2;0;0;;0;;;0;2272000;643000;18322760.81;429.7289234;121.6178247;3465.58991;93.65897222;26.50647849;755.3217191;22420.5754;24258.2205
HSIC US Equity;Henry Schein Inc;US8064071025;UNITED STATES;USD;Health Care;Pharmaceuticals;North America;0.00012581;0.097471587;0.041589239;0.022977623;-0.02476938;0.250632163;0.26734181;0.293206081;0.253608624;0.388902946;0.155565789;0.078366804;-0.097667734;-0.046040326;-0.048455776;-0.05084601;-0.039887057;-0.023264852;-0.024460317;-0.027945705;-0.020417111;-0.037289248;-0.040398588;-0.044111514;-0.03485576;-0.470084746;-0.409759991;-0.409759991;-0.212506292;3.076169483;8.778305843;5.484237185;3.119092628;29.26906112;0;0;4.95541;28.21310702;0.81700239;1.415841584;29.9848;2.61598;0.744297;15.2009;2.2;1.3;1.4;2.4;6.27;A;8.7;7.8;5;10;6;5;1;0;0;0.5;2.5;0.5;0.5;2;0.5;2.5;0;0;0;0;0;1.5;2;0;0;;0;;;0;58304;20890;2832598.29;18.77069516;6.725436024;911.9415309;4.829374858;1.730338241;234.626766;13171.9783;12072.7841
HMB SS Equity;H & M Hennes & Mauritz AB;SE0000106270;SWEDEN;SEK;Consumer Discretionary;Retail;Europe;0.00012503;0.039132651;-0.054716319;-0.031071018;-0.144097567;0.313693379;0.350440246;0.401081141;0.325978436;0.124748093;-0.156135945;-0.077468159;-0.442046318;-0.051379376;-0.058097989;-0.065950098;-0.045775042;-0.029393179;-0.03184671;-0.035344303;-0.026102083;-0.044711986;-0.050023704;-0.057590288;-0.049590974;-0.69624152;-0.69624152;-0.559565717;-0.234506225;5.49914984;22.25960376;9.636730575;4.308851384;44.6510737;;;5.44031;40.06909419;0.545465683;1.11362337;25.908;6.06252;1.11398;7.69993;2.1;1.3;10;2.2;6.05;AA;7.9;5.1;6;2;1;10;1;-0.5;0;-0.5;2.5;1;1;1.5;1;2.5;0;0;0.5;-1;-0.5;0.5;2;0;0;;0;18.8;0.6;0;16354;38451;8534000;2.560051689;6.019111379;1335.910549;0.797739438;1.875619368;416.2839897;27089.95426;20500.4281
9532 JP Equity;Osaka Gas Co Ltd;JP3180400008;JAPAN;JPY;Utilities;Gas;Japan;0.00012497;0.052101832;0.056162078;0.072023041;0.145499602;0.246511341;0.238249775;0.254806205;0.288375582;0.211356736;0.235727727;0.282658113;0.504548966;-0.040222663;-0.03737045;-0.037540883;-0.039899946;-0.023804621;-0.022912423;-0.023594471;-0.022177726;-0.033697131;-0.031732303;-0.032351603;-0.032873586;-0.361732763;-0.262227838;-0.25005769;-0.141326354;3.019240864;5.854292946;3.801513538;4.175448994;17.54949059;42.43488313;3.02419;7.97865;28.61236487;1.289891613;1.77050042;14.0318;0.78039;0.63921;4.49046;1.8;1.3;1.6;2.2;2.54;A;6.6;7.4;5.5;10;10;10;1;0;0;0.5;1.5;1.5;-10;2.5;2;2.5;0;-10;-10;0;-1;1.5;3;4.46;78.91;;0;;;4.46;4405987;323790;21751306.7;1446.667881;106.3136576;7141.854204;352.0296003;25.87017717;1737.886154;12915.38582;12515.95603
REXR US Equity;Rexford Industrial Realty Inc;US76169C1009;UNITED STATES;USD;Real Estate;REITS;North America;0.00012472;0.07403407;0.12883986;0.000957581;-0.235917982;0.252825105;0.26062234;0.307194815;0.245593759;0.29282721;0.494354627;0.003117179;-0.960602514;-0.040800324;-0.043641989;-0.053129286;-0.03746248;-0.023963306;-0.024516508;-0.027697784;-0.027088093;-0.03610509;-0.037355082;-0.044514635;-0.038111379;-0.509378129;-0.509378129;-0.509378129;-0.276138593;2.386223079;3.530779686;2.559454792;27.77182381;48.85986101;132.6804291;3.24488;-2.32198;28.30609111;;;40.8891;1.39526;12.2377;23.0328;1.7;1.3;1.7;1.8;6.33;A;5.7;5.8;6.8;10;10;10;0.5;0;0;0;2.5;0;1;1;0.5;0.5;0.5;0.5;0.5;0;0;-0.5;0;3.3;100;;0;;;3.3;386;2455;120897;0.112765281;0.71719887;35.31861175;0.443600031;2.821342165;138.9375983;14515.93156;870.1532307
MB IM Equity;Mediobanca Banca di Credito Fi;IT0000062957;ITALY;EUR;Financials;Banks;Europe;0.00012435;0.039543591;0.114531515;0.118911511;0.315390594;0.324610873;0.315380734;0.306262694;0.196352211;0.121818444;0.363153176;0.38826639;1.606249256;-0.0533598;-0.054755157;-0.056217169;-0.030987036;-0.031747546;-0.028505401;-0.027097122;-0.015633264;-0.047080204;-0.04689168;-0.046988706;-0.02724296;-0.842342337;-0.606681328;-0.5828;-0.124792223;1.334325398;11.32792484;3.039192256;23.36872642;;69.85246116;7.81592;-5.32548;46.31314585;;0.409596953;8.9372;1.01432;2.07683;18.8134;2;1.3;1.8;2;5.93;AAA;9.5;4.4;7.6;10;10;10;1.5;0;0;0.5;2;0;2;3;2;3;0;0.5;1.5;0;0;1;3;0;0;;0;;;0;2884.73;5534.15;2128652.14;0.224528972;0.430742915;165.6806968;0.52939704;1.015610691;390.6438878;54483.6;5449.086
KOG NO Equity;Kongsberg Gruppen ASA;NO0003043309;NORWAY;NOK;Industrials;Shipbuilding;Europe;0.00012408;0.227555882;0.278887768;0.542248798;1.593323204;0.325366925;0.319008977;0.344212301;0.319951342;0.699382343;0.874231724;1.57533242;4.979892236;-0.05372952;-0.05278336;-0.055094874;-0.048578399;-0.029660703;-0.02847249;-0.029845475;-0.026159334;-0.045503123;-0.045197536;-0.048410257;-0.042181325;-0.502486044;-0.502486044;-0.485428347;-0.103982532;9.243150029;30.04297191;23.84164875;10.2859336;16.59097209;66.43257094;3.00817;4.33969;8.162277974;0.924345325;1.135472582;37.6158;10.5439;3.87073;16.6851;10;1.3;1.3;10;4.78;AAA;3.4;7.8;7.4;10;10;10;0.5;0;0;0;2;0;2;1;1.5;2;0;1;2;0;0;0.5;3;0;60.96;;0;68.69;27.37;0;1444;8699;8091082.7;0.401833934;2.420743347;2251.573125;0.363084541;2.187307771;2034.450864;15238.8992;3977.0352
APA US Equity;APA Corp;US03743Q1085;UNITED STATES;USD;Energy;Oil&Gas;North America;0.00012401;-0.015172689;-0.0655613;0.009158398;-0.290689989;0.474814424;0.573224346;0.685446755;0.367838284;-0.031954988;-0.114372847;0.013361209;-0.790265726;-0.074686694;-0.08820775;-0.102467242;-0.076096534;-0.040445599;-0.046522684;-0.052430836;-0.038718998;-0.06525149;-0.077098853;-0.093892953;-0.062342596;-0.957512897;-0.940262524;-0.877867575;-0.398600059;13.50505756;71.80232558;24.50396825;24.18407311;42.13446475;14.15648579;4.08831;5.37005;33.39182494;1.066324786;1.237606838;3.46268;1.7693;0.984574;2.50421;5.5;10;5.1;5.2;2.37;A;4.2;5.7;6.6;5;10;10;1.5;0;0;0.5;2.5;0.5;-10;3;2;1.5;0;-10;-10;0;-1;0.5;3;0;0;;0;;;0;5962000;221000;61205960.78;1586.174529;58.79647282;16283.68602;671.5058337;24.89144402;6893.686636;15939.47498;8878.5528
IVN CN Equity;Ivanhoe Mines Ltd;CA46579R1047;CANADA;CAD;Materials;Mining;North America;0.00012371;0.053913592;0.311139991;0.30651379;0.29345341;0.567646563;0.563236771;0.49606138;0.432492511;0.094977395;0.552414202;0.617894886;0.678516744;-0.09601077;-0.095304806;-0.08965695;-0.086655741;-0.052226527;-0.052234334;-0.045768485;-0.040351274;-0.076527482;-0.075567603;-0.07289978;-0.063067602;-0.915660849;-0.656111716;-0.545391614;-0.314097828;3.166863894;3.899752959;3.623846053;;;0;0;-3.16915;2.175448545;1.048742725;1.361680836;124.659;4.08827;;;;;;;5.21;A;3.5;4.9;6.8;10;4;10;1.5;0;-0.5;0.5;1;0.5;1;1.5;0;2.5;0;1;1;0;-1;1;5;0;0;;0;;;0;51598;9810;5634;11.99986758;2.281458603;1.310268886;;;;18234.3139;
11 HK Equity;Hang Seng Bank Ltd;HK0011000095;HONG KONG;HKD;Financials;Banks;Asia-Pacific;0.00012336;0.054569341;0.029591665;-0.040898529;0.190584286;0.232037684;0.223194234;0.243723787;0.268197565;0.235174475;0.132582568;-0.167806884;0.710611546;-0.039525509;-0.036816176;-0.038532595;-0.039928874;-0.022298912;-0.022199679;-0.023400856;-0.022946395;-0.03358671;-0.031912388;-0.034633184;-0.034463475;-0.535110335;-0.535110335;-0.471438737;-0.233754227;1.011177846;11.23239023;8.568170387;20.54128911;;74.33789346;7.13893;1.71067;4.197949841;;0.303118997;11.1396;1.23148;2.28556;10.8345;2.4;1.3;1.6;2.4;5.89;AA;7.1;4.2;6.6;10;10;10;1;0;0;0.5;2.5;0.5;2;2;2;2.5;0;1;2;0;0;1;3;0;0;;0;;;0;137.87;13565.13;3010117.13;0.018906341;1.860208708;412.7823395;0.013231137;1.30182125;288.8755541;30923.974;10420.1172
